,tweet,sentiment
5989,really circles launching products plenty else,1
5990,easy spot 2 distance majority white screen bezels,1
5991,feel like im commercial waiting line fly,1
5992,lol classic googlebing qampa panel like worlds expensive seo consultation,1
5993,hey presenters amp attendees tips show presentations,1
5994,anyone know hours kinda hoping open 24 hours,2
5995,tech lightbox_photos wants android camera app technology,1
5996,shouts ladies holding 2s free shows take photos sipping free beer cc,2
5997,googles marissa mayer quotthe mobile phone cursor connects physical digital worldsquot,2
5998,play gun bros xperia play league event parking lot teamandroid event xperiaplay sunday,1
5999,googles marissa mayer awesome marissagoogle,2
6000,makes missing hurt ûïmention blog opening temporary 2 handle demand,2
6001,schools marketing experts,1
6002,really need get vaccines iphoneonset prostate cancer chortlers cough mustachepox real things,1
6003,team android ûò full party details revealed news austin teamandroid,1
6004,look everyone zomg got 2 first day,2
6005,got real,1
6006,proof 2 turns douchebag,0
6007,bettercloud presenter amp austin native john wiley happens chief engineer behind search,1
6008,anyone know time popup austin closes tonite sxtxstate,1
6009,first design headaches 2 tablets call morning tapworthy,1
6010,thank picked book killer photoes sxswchi sxswi,2
6011,anyone know way watch announcement,1
6012,4sq3 looks like going rock update android push tonight keepaustinweird,2
6013,ive taken apps granted realizing amazing apps big applause designersdevs,2
6014,every person see looks crazy looks like 80s cell phone hand,0
6015,hm need another 1 launch major social network called circles possibly today,0
6016,march 11 austin tx people line registration _,1
6017,marissa mayertaking phone location data ski hill laying elapsed movement skiiers onto maps,1
6018,schools marketing experts,1
6019,latitude make big push sxswwill breakthrough year,2
6020,score free imo tshirt outside today 215 pm amp check imos app 2 ipad2,2
6021,wish went got covered day 1 recap coynes,1
6022,best ha first line ipad2 quotpopupquot event planner eventprofs pcma engage365,2
6023,presentations trade show busy trade show nice side time,1
6024,80s party maggies hair makeup rockin,1
6025,people lined around block outside temporary set downtown buy ipads get_a_lyfe,1
6026,checkin crowley social spacedont know going look like,1
6027,ipad2 delivery pop quite possible sxswi,2
6028,news goes enterprise says first look ûïviewû app tip,2
6029,day bank america launched app got 250k customers bankinnovation,2
6030,geeks need somewhere downtown line get 2 ill dropping,2
6031,happened taxi magic app call cabs via,0
6032,spoke using semantic tech make searching user reviews better cmswire web30,2
6033,wish amp would make whispergram hollergram size screen,1
6034,circles take facebook circles,1
6035,wow launch major social network called circles possibly today,2
6036,lol quotapple comes cool technology ones ever heard dont go conferencesquot via,2
6037,finally forced cant people tweet better contextclues like jeopardy,1
6038,win awesome quibids custom case catch wearing openbeta vip badge,2
6039,popup hook last night singing dancing high fives purchase,2
6040,clearly positively happily,2
6041,quotgoogle launch major social networkquot really dont need another social networklink,0
6042,wow came results perma ws,1
6043,post 3 apps well using south southwest interactive sxswi,1
6044,helpful austin relay user imparted useful recon info location thanks phil,1
6045,users slower leisurely usage users tapworthy,2
6046,today waited line buy 2 popup roamed austin hours without getting mugged superlucky,1
6047,monthly value user ios 950 android 720 utility apps valuable sxsweisner,1
6048,5th year downloading music torrent free legal great music,1
6049,makes good sense set open popup shop core action via,2
6050,quotpopupquot opening since 5000 sq feet considered quotpopupquot,1
6051,500 e cesar chavez st austin texas,1
6052,held envy baby still working well,2
6053,temp,1
6054,post app makes easy connect social networks people meet,2
6055,pretty even split android year,1
6056,hey cool cases zazzlesxsw sxswi fastcompanygrill,2
6057,quotaint coolquot came travoltas line quotbroken arrowquot lthere thought 2 steves first,1
6058,pop longest line sxswi amp kanyes vevo show,1
6059,arriving us looking microsim data recommendations,1
6060,todays sessions 1 2 print design future momipad,1
6061,free quotpayments android platformquot webinar march 30th register today mr,1
6062,wonder places hotpot impact usage things like yelp marissagoogle,1
6063,time foursquare ups game adds recommendations friendsoffer thegame,1
6064,looks like pop openingapple employees emerging queue,1
6065,many products isnt time transition chain features features product,3
6066,love quotapple comes w cool technology ones ever heard dont go 2 conferencesquot 2,2
6067,grateful aclugoogle earplugs right,2
6068,going check popup shop sxswi let us know ipad2,1
6069,way deleting app wont stop loading draining power x cancel help,0
6070,hey folks please keep us posted circles hope youre blast,2
6071,congratulation yes gowalla wins best andoid app team android choice awards thanks,2
6072,open popup shop report set open temporary theû_,1
6073,googles 1986 themed party maggie maes,1
6074,never first year dont want go jumped shark rumor opening temp,1
6075,holy cow got hooked paolo alex backup charger facebookcompowermat powermatteam thanks,2
6076,planzai app featuring official british music schedule android market,2
6077,per rumor may preview big social strategy 80sthemed costume party yep cn,1
6078,think im getting ready order 2 would spend attend,2
6079,¼ _ ã_ edchat musedchat sxswi classical newtwitter,1
6080,knew plied beer stogies last night id weasel way team android party tonight success,2
6081,hey sxswi folks want learn security come bsidesaustin,1
6082,announce facebook clone include announcement product code,1
6083,websites visited 73 667 microsoft 506 facebook 48 yahoo 31 wikimedia diversity,1
6084,ubersocial app includes uberguide sponsored cont,1
6085,ipad2s left anyone know,1
6086,2 rivals stack bnet biz ipad2 tablet xoom tech laptop pics sale,1
6087,pop making appearance austin,1
6088,bing meet lovers tiff last month seems disappointingly friendly,1
6089,ill livetweeting panel quotgoogles marissa mayer presentsquot starting 330 follow along using suxsw hashtag,1
6090,spent aftrnoon frozen lake photographing brother scott amp team catch ths weeknd,1
6091,longest line pop,1
6092,order 2 week wait decided need usguys,2
6093,quote day interface design quotif relatable discoverablequot digital,1
6094,written gwt blogger interface shown week,1
6095,light amp ipad2 launch tech cannot forget quake victims japan good tech peoplefinder,1
6096,make case ttye time want show support,1
6097,refreshing liveley informative talk game design mechanics sxswi,1
6098,2 takes video one biggest events first day 2011û_,2
6099,pr guy convinced switch back great coverage princess,2
6100,quotmultiple approaches monetizationquot game dev quotbut ads would cheapen productquot ok good luck,0
6101,according confirmed launching,1
6102,dl come uj booth acc hall 2 snap pics amp send em us fightthepaddle,1
6103,watching afar couldnt help noticing buzz generated shirt arduino android,1
6104,also 2 ordered dont stand line wasting valuable fellowship time,2
6105,sweet 8bit pic artist wwwzaggleorg art contest app check well,1
6106,interesting launch major social network called circles possibly today,1
6107,heading quotyour mom designing boomersquot hope fun,2
6108,someone asks leo 2 says email ill send one free oo,2
6109,2nd cocktail quottexas snowflakequot cnngrill,1
6110,digging john mcrees talk designing boomers maybe youll like research yourmom olderadults,1
6111,mike tyson game coming videogames tyson art cartoon,1
6112,took survey starbucks line got free starbucks gift card instant research instant gratification gsdm,1
6113,next last panel today quotgoogle doodles burning man pacman beyondquot sxswi googledoodles,1
6114,longer one eating alone table one facebook normal,1
6115,2 goes sale 3 pm im looking 32 gig color preference,2
6116,starting make cal really excited see mentions,1
6117,launch major social network called circles possibly today via screenfuture,2
6118,humpty hump aclu party like 1986,3
6119,love quotapple comes cool technology ones ever heard dont go conferencesquot,2
6120,82 future tablet buyers say theyll choose apples see popup,2
6121,haha awesomely rad app hollergram via,2
6122,postfacebook deal beluga gets final tuneup tc facebook,1
6123,tweeting 2 jealous wssxsw,2
6124,nicoriccelli launch major social network called circles denies,1
6125,took video 2 6th street smart cover rad filming huge display nuts looks great playback,2
6126,¼ fascinated byû_ edchat musedchat sxswi classical newtwitter _,1
6127,youre meet us fado give wristbands magically lead beer come say hi,1
6128,whos gonna get ipad2 today weekend ipad2 bet lines pop austin huge,1
6129,long line,1
6130,learn design headaches,0
6131,random news tech exclusive shot popup tt ff,2
6132,heard android app bizzy theyve challenged tdg check read,2
6133,looks like fun session quotmistakes made building nextflix iphonequot,2
6134,interesting mobile stats 40 maps users 150mm come mobile,1
6135,discussing salsa ingredients industry party welivehere gsdm,1
6136,googles matt cuts drops convoluted analogy quotamericas funniest home videosquot explain highvolumes webpage automation,1
6137,googles art project would great virtual field trip kids museums around world edtech,2
6138,line popup shorter line starbucks across street really choiceû_,1
6139,would love chk ie9 handsets 1 thats upcoming seduce away,1
6140,hey people survival tip 2 great vegitarianvegan right think action mr natural sxswsurvival,1
6141,1st session designing interfaces uxdes,1
6142,schedule heavier laptop wheres already,2
6143,listening googles nadya direkova using game mechanics create user engagement social web apps,1
6144,catch talk texttospeech android amp chrome league extraordinary hackers,1
6145,80s theem party spazmatic killn stage hoooooooooooooo,2
6146,doodle competition invite kids create doodles winners put googlecom celebrate awesomeness googledoodle,2
6147,honor apples popup shop thoughts landlords amp leasing agents utilize popup shops,2
6148,building android ios applications weve got tool ballroom 1100,1
6149,apps speech therapy communication showcased conference augcomm hcsm mhealth,1
6150,checkout tronloungesxsw see disney 2nd screen free app amp tronlegacy r3conf1gur3d soundtrax,1
6151,launch major social network called circles v,2
6152,took days unplugged visit family anyone highlights reader bursting seams,1
6153,nice hey fans get peek space thats slated popup tomorrow,2
6154,gamesalad topic dutch podcast gssxsw sxsw2011 sxswnl,1
6155,come find booth 2 cases left 1 win cbatsxsw,1
6156,traveling 1 3102011,1
6157,thank u ur tweet japan trying get donation booth im plz help,1
6158,2 sold 70 went buyers report socialmedia tech ipad2 media,1
6159,last year sxswi everbody talking year social media driven revolutions year better,2
6160,wow major win ûïmention traded xoom js party 2 winwin winning tigerbloodû,2
6161,fans looks like 3rd opening austin full u go2 1 4 san antonio,2
6162,fashion essential 2 plus 2 mobile phones chronicling witty tweets mayor badges taking photos hootsuite owl,2
6163,guys screaming running line open shop austin ipad2 crazyco,1
6164,reks album stores online,1
6165,wonder many ipads theyll sell opening pop,1
6166,long line ginger mans bathroom saved 829 popup closed right midnight walked,1
6167,party photo booth fun,2
6168,get social texas,1
6169,saw someone take picture 2 first time looks ridiculous youd expect sightings,0
6170,popup,1
6171,circles googles major socialnetwork premier today tech geek socialmedia googlecircles,1
6172,141st line ipad2 w 38 others,1
6173,saving drivers time fuel seo sem googlemaps mobile topnews,2
6174,anyone know buy waterproof casepouch austin,1
6175,come check app demos arms sxswparty mon sxsw2011,2
6176,ûïmention black white ipad2û question,1
6177,quotmention launch major social network called circles possibly today sxswquot,1
6178,quoti paul reubens,1
6179,really long line get aclugoogle party sure wait,2
6180,opening temporary 2 handle demand,1
6181,checking qampa amp bing website ranking qagb,1
6182,great location choice nice timing ipad2 launch hp popping,2
6183,groupedin guy quotdo ipod touchquot quotall thosequot decency blush least,1
6184,hmmonly 9 rightbrain mwrc11 leftbrain 9 10 attendees mac,2
6185,youre looking space escape dont stop arthaus,1
6186,users kill yo self u hated ubertwitter ubersocial app includes uberguide,2
6187,wish austin free 2s,2
6188,robot wars steampunk time machines mystery boxes electronics awesome austin tacos super happy dev house win,2
6189,lonely job protecting 2 someones gotta,2
6190,circles launching products plenty else,1
6191,opening popup austin geekfest applesxsw southbysouthwest,1
6192,would interested hear recomds recommends using voice separate work life evolvingworkplace,2
6193,enjoy ride anywhere austin 10 download groundlink app booth 437,1
6194,tim oreilly web 20 definition firms tht survived built value frm consumergenerated data ebayamazongoogle,1
6195,nothing says douche cake like walking around like,0
6196,free music itunes featured artists itunes,1
6197,15 minutes left line think im gonna bail butts asleep notreally,1
6198,omg popup retail please let full palette ipad2s truck parked back,2
6199,small screen debut monster jobsearch app video video wall,1
6200,exhibit hall open visit emc chance win 2,2
6201,hey wed love turn art case let us know zazzlesxsw,2
6202,rumor opening temporary downtown austin 2 l,1
6203,valuable device far ipod charger,2
6204,alive loving great talks jonathan dahl minimalistprogramming googles marissa mayer marissagoogle,2
6205,love quotapple comes cool technology ones ever heard dont go conferencesquot,2
6206,mayer admits needs quotconsolidatequot products ûò namely latitude hotpot ûò quotfeatures productsquot,1
6207,buying 2 ipads geekdate ipad2,2
6208,knowthey sell products places sayin,1
6209,wouldnt buy 2 id wait 3 teleporting capabilities,0
6210,beware android app schedules completely innacurate walked hyatt reason sxswfail,0
6211,maps 150 million users 40 percent maps users mobile,1
6212,akqa hiring find front designing interfaces navigation schemas ballroom,1
6213,yes theres line front allbutconfirmed popup,1
6214,social technology amazing set person finder english japanese,2
6215,opening temporary downtown austin amp 2 launch,1
6216,manufacturing serendipity quothaving access information makes us curious lessquot,1
6217,launch major social network called circles via,1
6218,added flights matching people planesairports also downloaded app nicely done,2
6219,atx,1
6220,attending report see android phone get bannka app,1
6221,saw streetvview car,1
6222,ea games zynga facebook microsoft intuit went gaga go game,1
6223,jadi penasaran launch major social network called circles possibly today,1
6224,launch social network may independentie,1
6225,even begins winning via,1
6226,nice hear mintcom working app ftw sxswi,2
6227,gsdm amp industry party house,1
6228,users gps stuck one geo app updates foursquaregowalla,0
6229,interrupt regularlyscheduled geek programming big news circles,1
6230,asked chrome team ie9 feeback anything raises bar browser performance good thing telling ie9 fast,1
6231,tries launch social network called circles,1
6232,gsdampm googlesitting tree gsdm,1
6233,popup austin smart,1
6234,show 1st gen still let door,1
6235,going need lift airport register free shuttle,1
6236,wondering anyone sell verizon bueller,1
6237,still feeling pukey jet blue terminal smelling like farts managed buy slices 5 notwinning,1
6238,enjoy ride anywhere austin 10 dwnld groundlink applink booth 437,1
6239,cnn launch quottv everywherequot service mobile tv computers,1
6240,looking higlike guidelines designing android adam beckley uxamandroid,1
6241,really amazing see many people putting apples notes app,0
6242,global android activations mapped animated smartphones technology wireless mobile tech sxswi eidt,1
6243,amigos dont app change broadcastr bestappever,2
6244,smart hollergram app may leave vuvuzela home,2
6245,read selling 2 release day good lord vortex smugness day may unbearable,0
6246,web developers havenûªt tried relic sign enter win 2 come booth 13,2
6247,post googlebing qa website ranking qagb,1
6248,every time u hold yur 2 air snap pic reminds priest holding bible except designed california,1
6249,app schedule fail try schedorg sched 2011 click first unofficial parties room counts genius,1
6250,big rumor launch ludicon based quotcirclesquot facebook killer supposedly already saw ossum,2
6251,popup seems popup ipad2s,0
6252,check giving added value location based services needs battle checkin fatigue pnid,1
6253,wifi android geeks nearby please try sharing frostwire issued update,1
6254,awww yeaaa music time,1
6255,mindtouchers giving demos mindtouch tcs tweet check,2
6256,security guard enjoying ipad2 austin ipad2,2
6257,spot,1
6258,anyone lost back cab downtown austin around 103011p tonight please hit,1
6259,fb page summary vp marissa mayers talk location marissagoogle,1
6260,launch major social network called circles possibly today,2
6261,landed austin spotted places ads airport quotthe ultimate austin pocket guidequot like yelp itouru,1
6262,today bulletproof ux strategy games amp design patterns anatomy design decision,1
6263,looking cool twitter app track action week check tweetignite,2
6264,awesome amp ranking normal results quit ranking page views unique visitors analytics matter,1
6265,need details circle whats,1
6266,sis julie life death rockaroke struggle win fandango party hole bad religion far,2
6267,going urinal holding ur tweeting tough,1
6268,style x amp brethren popups mtheatlanticcomtechnologyarchive201103applesetsuptemporarymegastoreatsxsw72296,1
6269,dan die maar doen p sold everything except 64gig wifi white,1
6270,says reports launch circles social network incorrect launch today rate,1
6271,nice highlights thus far made friends w istock ux developer singularity blows mind oy owns,2
6272,sponsored plaid boys im attracted,2
6273,listening marissa meyer head social get grilled jc penney lol,1
6274,use questionanswer askreceive kind model app design give take entice ask tapworthy,1
6275,akhirnya ûïmention ubersocial app includes uberguide sponsored,1
6276,food thought prefer app website scheduler changed life interesting smart phones changed communications,2
6277,even born yet googles party quotparty like 1986quot pic,1
6278,ceder rapids andy ping want interview livestream suasxsw front row w flip mac hand,1
6279,quotshes dj working etsy partyquot realtalk,1
6280,futuremf spec recipes web search,1
6281,kick sxswi giving away 2 visit fb page enter,2
6282,crashed amp fresh restore amp lost fave dalicanvas pak ever get back also,0
6283,even begins wins techcrunch,2
6284,cause need another one launch major social network called circles poss today,1
6285,grab latest,1
6286,fear sxswers confirmed 2 week popup austin,2
6287,miss battelle interview 2 ampsocial media last week find video,1
6288,lightbox photos wants android camera app android newandroid,1
6289,recorded cover exclusively apartmovie produced dan auerbach buy,1
6290,apps speechtherapy communication showcased conference iear edchat asd,1
6291,whats best app offline viewing program,1
6292,doc spreadsheet schedule ready view want let know,1
6293,lounge recharge coffee h2o art showfree daily 106 e cont,1
6294,saw yesterday hoping wont b crowded ipad2,1
6295,ipad2,1
6296,lonely planet releases free austin city guide app like arent enough apps cluttering handset,0
6297,hmmmm launch major social network quotcirclesquot possibly today,1
6298,party dj jo playing red bull bpm courtyard,2
6299,rumor opening temporary downtown austin 2 launch via,1
6300,circles coming soon social network photovideostatus updates sxswi,1
6301,im q pop,1
6302,survive live music app android,2
6303,sneak peak exhibit trade show,1
6304,heat tracker cool heatmap app overlay foursquare everything fire,2
6305,going foot dont forget stop newest austin,2
6306,ubersocial app includes uberguide sponsored,1
6307,got courtesy random stranger streetan investor thank utter,2
6308,opening popup downtown austin 2 launch,1
6309,totally overshadowing wins 2 arrives tomorrow 5 pm,2
6310,opening popup austin apps mobile,1
6311,1 petricone says tv browser dont think thats correct,2
6312,launch social network aclu,1
6313,well put totally agree,1
6314,popup goes impulse control jmpi41h53,2
6315,booth 313 still time power challenge ride bike get bottle enter win thisiscrazyfun,1
6316,pie day booth mylunch,2
6317,launch major social network called circles possibly today via mentionw,1
6318,pro tip remove access corporate twitter account 4pm day,1
6319,back big need wean foursquare addiction thanks people really care nah,2
6320,goal funnels analytics track registrations srsly mitharvard,1
6321,devices one hang entire day 37 remaining others died hours ago,2
6322,people already lining 6th congress festival promises much attracting,2
6323,z4 come come codes valid 40075959p 031111 infektd zlf,1
6324,finally got 4 tweet phone time gah torture addictedtotheinterwebs,2
6325,mindjet going giving away bunch stuff including 2 heres details,1
6326,really think 2 stock went,3
6327,first didnt even exist last year already feel like im pulling antique everytime use ipad2,0
6328,theres lot drinking amp drawing sketchup party,1
6329,launching secret social network called quotcirclesquot,1
6330,circles social media site wow,2
6331,would like data dashboard govt knows like credit score data dashboard,1
6332,circles googles latest social venture circles reportedly wont launched today,1
6333,launch major social network called circles,1
6334,night ending fireside pictionary w werdorks,1
6335,startups talking captive audience line smart idea arent,1
6336,hope leave opening popup austin,1
6337,mayer maps googles coming location dominance via,1
6338,enchantment quotbright spot pagemaker saved believe god bc explanation survival,2
6339,set temporary selling ipad2,1
6340,justmet worked 25 years,2
6341,heck doesnt maps use browser geolocation missing somehow using chrome startupbus,0
6342,hitlantis cool song explorer app hitlantiscom musicviz,2
6343,behind 100s emails give 1 line composed replies protip,2
6344,blackout hotel true form showering light,1
6345,softlayer blog softlayer server challenge video äá tried yet 2 could,2
6346,circles rumour says launching products,1
6347,got text hit reddit front page moonshine signed data plan checked via nerds,2
6348,thinks larrys elevation great quotlost way caring much biz enough worldquot,2
6349,mom designing boomers yourmom austin convention center w 779 others,1
6350,developers learn mobile accessibility android 30 include browser access a11y2go,1
6351,got impression plan stand line 2 march 25th though,2
6352,see googles social network quotcirclesquot today sxswi,1
6353,route around traffic saving drivers 2 years time per day finding best route,2
6354,spin play launch party hanging cedar street courtyard,1
6355,hmm sxswcominteractivelive stream isnt ipadmobile compatible maybe next year,0
6356,ill austin convention center today w fam showing game,1
6357,check lightboxcom team android choice awards finalists announced team rock,2
6358,theres expectation engagement visual social delving experience sxfl,2
6359,im sure care first guy get 2 unless post,1
6360,playing w windows7 phone sxswthe animation better iphoneamp look interesting,0
6361,needs help badass android developer right debugging emergency know anyone,1
6362,two austinarea retail locations anticipation gadget gadgets,1
6363,needed lines open temporary downtown austin 2 launch bitlyg03mzb,1
6364,go game lbs scavenger hunt launches service creates customized games events via,1
6365,ha seems like gt ûïmention news sxswi apples temporary wthû,0
6366,use questionanswer askreceive kind model app design give take entice ask tapworthy,1
6367,practical ideas android development bitlyandroidhig,1
6368,nope launching social network,1
6369,hootsuite mobile updates blackberry amp android,1
6370,agree wait fiona town somebody kidnap put recording studio records album,1
6371,wonder googles impactdashboard demoed become part analytics bavcid,2
6372,1230pm hilton 615ab going android developers meetup im looking forward meeting,1
6373,talk trying steal show popup popping austin ipad2,1
6374,guess need figure sessions app killer selection overwhelming,2
6375,ûïmention wins opening temporary downtown austin support ipad2 launch good,2
6376,james franco going notes speech 2 vs android vs world got days ago feels like expert already,2
6377,worries drop one venues talk concierge well take care sxswi,1
6378,¼ go beyond borders _ ë edchat musedchat sxswi classical newtwitter,1
6379,going austin want win mindjet giving one away details,1
6380,dj setting,1
6381,ûïmention opening temporary downtown austin 2 launch,1
6382,passed huge queue design boomers way mobile apps learn comic books also full,2
6383,agnerd confession using laptop blackberry follow afar see agchat rock,3
6384,overcome provide social proof white earbuds via,1
6385,late night security guard popup,1
6386,gt guy gets tattoo could win free ipad2 tattoo internet,1
6387,best design big chunky elements generous space clarity trumps density tap quality trumps tap quantity tapworthy,2
6388,okay really yay foursquare android app11 kthxbai,2
6389,hotspots klout score score cluster mashup,1
6390,turn landscape web app details cartridge contest,1
6391,downloading therocksreport software b4 hit road,1
6392,news launch major social network called circles possibly today,2
6393,tonight checking kills checking gsdampmgoogle party come say hi sxswi music,1
6394,hey lucky ducks headed want win client giving one away details sxswi,1
6395,yes gowalla wins best andoid app team android choice awards thanks,2
6396,headed want sharegather contact info turn,1
6397,hipster hobo way tell,1
6398,line loose virginity ipad2,2
6399,funny moment panel dennis crowley gets 2 owners hold 2 looked like lighters rock concert,2
6400,grab latest saytextson,1
6401,hey taariq howdy texas fav app far official one ltandroidor get usguys,2
6402,currently route truther movement music festival spiderhouse,1
6403,post 3 apps well using south southwest interactive sxswi,1
6404,god like imac macbook blackberry staring enough time read book remember,0
6405,watching 8 year old report via shows technology isnt going anywhereuntil robots revolt,2
6406,ûïmention official app enjoy,1
6407,dont know ended party going robot ninja wars,2
6408,designing catch matt carlson amp matthew davis mon 930 hilton,1
6409,best thing ive heard weekend quoti gave 2 money japan relief dont need 2quot,1
6410,ûïmention ill austin convention center today w fam showing game sxswû,2
6411,transferring bunch music,1
6412,aunties voxpop popular apps worth watch many android phones view,0
6413,oh hey remember didnt even bring laptop panels 4 life,2
6414,next quotleft brain search right brain search xquot thx vote,2
6415,marissa mayer connect digital amp physical worlds mobile,1
6416,navigating trade show difficult lot jackasses walking playing theyre nasty ask em move,1
6417,interactive googleûªs mobile future elusive ûpower,1
6418,localmind sounds awesome location based qampa could incredibly useful,2
6419,android app review go pls ª¼,1
6420,youre room full people wgood wifi run frostwire android share pics apps vids wothers,1
6421,cool opening temporary ipad2 launch,2
6422,vs vs things heating quotgoogle offers checkin rewards amp titlesquot lbs,2
6423,reading coverage apples popup shop takeaway one figure outagree punctuate popup shop,1
6424,building real time engine monitor illegal deforestation real time tech4good,2
6425,ûïmention spilled beans next platform flipboard team started working sxflip sxswiû,1
6426,marissa mayer connect digital amp physical worlds mobile mobile hotpot,2
6427,hannukah miracle morning uncharged still 55 battery,2
6428,asks quotwhy want know thatquot,1
6429,trying pick theme year think may opening data government bolinsxsw,1
6430,post business cards dead send card via hashable,1
6431,surrounded lots 2 boxes,2
6432,version flipboard totally redesigned platform says,1
6433,front gate tickets present morning party 318 httpssitesgooglecomsitefrontgatesxsw11 music,1
6434,feel silly cannot figure update mobile app android doesnt seem quotoptionsquot bottom left button,0
6435,quotmention sxswgoogle launch major social network called circles possibly today via,1
6436,ä_ûâüâ_âãªã_âä_â_ä âä_çáîùã¾ûâãôûârt get look sxsws rumored quotpopupquot austin,1
6437,fast society ready party exclusive demo video fastsociety sms,1
6438,mayer maps googles coming location dominance via,1
6439,social calendar app rolled special functionality android,2
6440,wow maps mobile v5 demo nice,2
6441,stream go,1
6442,wait seriously doesnt place value domain extension equal qagb,1
6443,im debuting amp droid app next year makes phone waterproof amp light cigarettes,2
6444,idle time friday expensive thing w 80 others pic,1
6445,hopes didnt notice 2 sxswi technology mobile prodmktg,0
6446,biytly email like voice email loveit startupbus,1
6447,ragtubecom way japan earthquake redcross chuck greenberg tokyo hurricane katrina crescent city,1
6448,stellar customer service wish every purchase smooth,2
6449,left white 4g cab austin internet please help,1
6450,oh excuse quotapple comes cool technology dont go conferencesquot,2
6451,look people 1s shame,0
6452,building real time engine monitor illegal deforestation real time tech4good,2
6453,free heat map app 4sq checkins see hot spots wp7 amp,1
6454,envy roof thanks every person,2
6455,woohoo go game launches doityourself scavenger hunts via see,2
6456,need start downloading apps play inspiration favorites uxdes,1
6457,popup sell ipad2 line insane,1
6458,ok nerds totally bateman want sign 2,1
6459,note self downside tweeting white 2 expect mocked,0
6460,everyone plane austin looks like going means products hipster clothes,2
6461,maybe entirely hd flip xl2 footage certainly concerts gonna grand,3
6462,cashmere mashable thinks 2 huge step waiting pr team parachute session,0
6463,opening popup downtown austin 2 launch,1
6464,quotjust somebody patented something doesnt meant theyre using itquot,1
6465,ipad2 coming buy open near 2 release,2
6466,ûïmention interrupt regularly scheduled geek programming big news circlesû,2
6467,meet guy bought first 2 popup,1
6468,congrats yes gowalla wins best andoid app team android choice awards thanks,2
6469,theres yet another line austin 2 going well around block,1
6470,fantastic schedule app bummer still crackberry,2
6471,little need parents anymore comment child playing ûómention connectedbrands,1
6472,neck amp shoulders killing thanks 8 hours day spend headsdown wmy 2 get fixed austin,1
6473,airport playing fav game quotare going sxswquot wearing denim denim youre going charging 3 products,1
6474,news lots bashing everyone wants one even consistent theme,2
6475,marks third time someone asked watch hit restroomi guess look trustworhy,1
6476,send waaaambulance didnt get 2 im yes depressed,1
6477,groupme talks app approval woes would big group people would agree whowillrise,0
6478,fluffy seen party last night amp camera sxsi,1
6479,adloopz social media advertising done easy way visit wwwadloopzcom sxswi,1
6480,cool basically foing version event showing ton product features,2
6481,launch major social network called circles possibly today via,1
6482,oh utter fail cant see letter ballroom app long doesnt wrap cc,0
6483,bigger gathering webbrowsing appdownloading iphonetoting geeks pepsi at038t,1
6484,tv v 2 late overrun xbox ps3 wii netflix like ready barry diller qa,1
6485,maps 150 million mobile users thats marissa mayer claims,2
6486,ipad2 hand thanks popup first impression may lemon backlight bleed thru bottom,0
6487,aron pilhofer york times design guru khoi vinh express scepticism news apps,0
6488,im debuting amp droid app next year makes phone waterproof amp light cigarettes,2
6489,huge line austin crowd tripping get,2
6490,anyone know popup,1
6491,technology couldnt happen nokia pushsnowboarding,0
6492,things ppl say aboutto make laugh want free turnbyturn gps wait dont take pics sidewalk cmon,1
6493,2 giveaway fullforce person friends hisher city end wins hint strong email list works well sxswi,2
6494,pleased see josh clark featured clients design presentation,2
6495,big buzz year 2 course group chattext services like group yobongo know fb,2
6496,street car brush square park,1
6497,love quotapple comes cool technology ones ever heard dont go conferencesquot,2
6498,tv v 2 late overrun xbox ps3 wii netflix like ready barry diller qa,1
6499,japan docomo introduced mobile apps six years came app jpmobilesummit,0
6500,last month discovr midem time discovr climbing app charts,2
6501,tip users turn screen brightness way conserve battery power huge difference,1
6502,chaos mission download app checkin amp start playing redeem prizes austin hot spots,1
6503,whats best mobile app android app make panel party agenda offline use get,1
6504,2011 bing smackdown bloody banality via,0
6505,40 maps usage mobile 150m users using maps mobile users drive 128 miles year maps navigation,1
6506,omg still line n dieing hunger else line,2
6507,globalbestaward holler gram itunes via sxswsters great app madebymany,2
6508,maps mobile 52 looks awesomesxsw,2
6509,would via apples opened popup austin nerds get ipads cnet,1
6510,makeshift 6th congress youre kidding amazing,2
6511,love app awesome must see android app quotbizzyquot,2
6512,connect digital amp physical worlds mobile,2
6513,great app interface examples moma target flipboard cnn nba courtside interfaces session,2
6514,every outlet bar charger driskill hotel bar w 16 others pic,1
6515,love set popup 6th amp congress deal mass geek influx ipad2 release,2
6516,buy appleatxdt popup anything 2,1
6517,panel delayed speakers wait next product release notatsxsw,1
6518,free itunes takes itunes,1
6519,youtube second largest search engine globally says discotalk,2
6520,heads sets temporary austin,1
6521,interesting fact takes consideration preso paul adams circles ______,1
6522,talk stem lego hooking robot showdown tonight donating robots area schools showdown gsdm,1
6523,wow think im person didnt go buy yesterday one thin,2
6524,fun meet folks couch couchfan app made lovesit,2
6525,put old gen 1,1
6526,added linkedin hootsuite mobile updates blackberry amp android,1
6527,getting geeks cried yes 2 coming itûªs coming frid,2
6528,opening popup austin exactly wanted,2
6529,follow coverage mobile app httpbitlyguardianapp,1
6530,launch social network called circles possibly today sxswi,1
6531,come check app demos arms sxswparty mon sxsw2011,1
6532,historical photo mashup maps,1
6533,pepsi max marketing street team shown popup line handing drinks amp tshirts,1
6534,attending please bring old mobile phones hope phones project,1
